item,subject,condition,semantic,RT
nma-nma.03,28,nma-nma,2,171
nma-nma.03,29,nma-nma,2,694.4
nma-nma.03,30,nma-nma,2,777.5
nma-nma.03,32,nma-nma,2,914.3
nma-nma.03,33,nma-nma,2,259
nma-nma.03,34,nma-nma,2,146
nma-nma.03,35,nma-nma,2,430.4
nma-nma.03,36,nma-nma,2,612.8
nma-nma.04,1,nma-nma,2,145
nma-nma.04,2,nma-nma,2,171
nma-nma.04,3,nma-nma,2,73
nma-nma.04,4,nma-nma,2,552.6
nma-nma.04,5,nma-nma,2,136
nma-nma.04,6,nma-nma,2,132
nma-nma.04,7,nma-nma,2,284
nma-nma.04,8,nma-nma,2,146
nma-nma.04,9,nma-nma,2,220
nma-nma.04,10,nma-nma,2,219
nma-nma.04,11,nma-nma,2,464
nma-nma.04,12,nma-nma,2,670
nma-nma.04,13,nma-nma,2,176
nma-nma.04,14,nma-nma,2,244
nma-nma.04,15,nma-nma,2,117
nma-nma.04,16,nma-nma,2,92
nma-nma.04,17,nma-nma,2,127
nma-nma.04,18,nma-nma,2,205
nma-nma.04,19,nma-nma,2,459.9
nma-nma.04,20,nma-nma,2,166
nma-nma.04,21,nma-nma,2,0
nma-nma.04,22,nma-nma,2,407
nma-nma.04,23,nma-nma,2,594.1
nma-nma.04,24,nma-nma,2,90
nma-nma.04,25,nma-nma,2,151
nma-nma.04,26,nma-nma,2,276
nma-nma.04,27,nma-nma,2,171
nma-nma.04,28,nma-nma,2,0
nma-nma.04,29,nma-nma,2,264
nma-nma.04,30,nma-nma,2,176
nma-nma.04,31,nma-nma,2,264
nma-nma.04,32,nma-nma,2,366.7
nma-nma.04,33,nma-nma,2,244
nma-nma.04,34,nma-nma,2,268
nma-nma.04,35,nma-nma,2,513.4
nma-nma.04,36,nma-nma,2,0
nma-nma.04,37,nma-nma,2,694.4
nma-nma.05,1,nma-nma,2,60.5
nma-nma.05,2,nma-nma,2,127
nma-nma.05,3,nma-nma,2,136
nma-nma.05,4,nma-nma,2,132
nma-nma.05,5,nma-nma,2,112
nma-nma.05,6,nma-nma,2,161
nma-nma.05,7,nma-nma,2,185
nma-nma.05,8,nma-nma,2,151
nma-nma.05,9,nma-nma,2,215
nma-nma.05,10,nma-nma,2,303.2
nma-nma.05,11,nma-nma,2,259
nma-nma.05,12,nma-nma,2,1032
nma-nma.05,13,nma-nma,2,141
nma-nma.05,14,nma-nma,2,229
nma-nma.05,15,nma-nma,2,136
nma-nma.05,16,nma-nma,2,234
nma-nma.05,17,nma-nma,2,249
nma-nma.05,18,nma-nma,2,171
nma-nma.05,19,nma-nma,2,210
nma-nma.05,20,nma-nma,2,1124.5
nma-nma.05,21,nma-nma,2,263
nma-nma.05,22,nma-nma,2,694
nma-nma.05,23,nma-nma,2,156
nma-nma.05,24,nma-nma,2,604.3
nma-nma.05,25,nma-nma,2,156
nma-nma.05,26,nma-nma,2,171
nma-nma.05,27,nma-nma,2,171
nma-nma.05,28,nma-nma,2,190
nma-nma.05,29,nma-nma,2,127
nma-nma.05,30,nma-nma,2,156
nma-nma.05,31,nma-nma,2,0
nma-nma.05,32,nma-nma,2,146
nma-nma.05,33,nma-nma,2,185
nma-nma.05,34,nma-nma,2,141
nma-nma.05,35,nma-nma,2,88
nma-nma.05,36,nma-nma,2,293
nma-nma.05,37,nma-nma,2,176
nma-nma.06,1,nma-nma,2,150
nma-nma.06,2,nma-nma,2,185
nma-nma.06,3,nma-nma,2,122
nma-nma.06,4,nma-nma,2,425
nma-nma.06,5,nma-nma,2,68
nma-nma.06,6,nma-nma,2,542.6
nma-nma.06,7,nma-nma,2,313
nma-nma.06,8,nma-nma,2,141
nma-nma.06,9,nma-nma,2,484
nma-nma.06,10,nma-nma,2,0
nma-nma.06,11,nma-nma,2,547.8
nma-nma.06,12,nma-nma,2,508
nma-nma.06,13,nma-nma,2,185
nma-nma.06,14,nma-nma,2,464
nma-nma.06,15,nma-nma,2,699.3
nma-nma.06,16,nma-nma,2,298
nma-nma.06,18,nma-nma,2,381
nma-nma.06,19,nma-nma,2,293
nma-nma.06,20,nma-nma,2,127
nma-nma.06,21,nma-nma,2,239
nma-nma.06,22,nma-nma,2,463
nma-nma.06,23,nma-nma,2,518.5
nma-nma.06,24,nma-nma,2,271
nma-nma.06,25,nma-nma,2,155
nma-nma.06,26,nma-nma,2,820
nma-nma.06,27,nma-nma,2,860.7
nma-nma.06,28,nma-nma,2,440
nma-nma.06,29,nma-nma,2,166
nma-nma.06,30,nma-nma,2,215
nma-nma.06,31,nma-nma,2,420
nma-nma.06,32,nma-nma,2,352
nma-nma.06,33,nma-nma,2,293
nma-nma.06,34,nma-nma,2,156
nma-nma.06,35,nma-nma,2,234
nma-nma.06,36,nma-nma,2,0
nma-nma.07,1,nma-nma,2,301.8
nma-nma.07,2,nma-nma,2,694.2
nma-nma.07,3,nma-nma,2,63
nma-nma.07,4,nma-nma,2,107
nma-nma.07,5,nma-nma,2,166
nma-nma.07,6,nma-nma,2,82
nma-nma.07,7,nma-nma,2,391
nma-nma.07,8,nma-nma,2,200
nma-nma.07,9,nma-nma,2,161
nma-nma.07,10,nma-nma,2,180
nma-nma.07,11,nma-nma,2,313
nma-nma.07,12,nma-nma,2,542
nma-nma.07,13,nma-nma,2,58
nma-nma.07,14,nma-nma,2,278
nma-nma.07,15,nma-nma,2,254
nma-nma.07,16,nma-nma,2,83
nma-nma.07,17,nma-nma,2,0
nma-nma.07,18,nma-nma,2,180
nma-nma.07,19,nma-nma,2,611.3
nma-nma.07,20,nma-nma,2,141
nma-nma.07,21,nma-nma,2,205
nma-nma.07,22,nma-nma,2,146
nma-nma.07,23,nma-nma,2,593
nma-nma.07,24,nma-nma,2,307
nma-nma.07,25,nma-nma,2,221
nma-nma.07,26,nma-nma,2,171
nma-nma.07,27,nma-nma,2,0
nma-nma.07,28,nma-nma,2,97
nma-nma.07,29,nma-nma,2,513.4
nma-nma.07,30,nma-nma,2,234
nma-nma.07,31,nma-nma,2,278
nma-nma.07,32,nma-nma,2,288
nma-nma.07,33,nma-nma,2,283
nma-nma.07,34,nma-nma,2,190
nma-nma.07,35,nma-nma,2,396.2
nma-nma.07,36,nma-nma,2,288
nma-nma.07,37,nma-nma,2,797.2
nma-nma.08,1,nma-nma,2,654.5
nma-nma.08,2,nma-nma,2,0
nma-nma.08,3,nma-nma,2,0
nma-nma.08,4,nma-nma,2,176.2
nma-nma.08,5,nma-nma,2,156
nma-nma.08,6,nma-nma,2,249
nma-nma.08,7,nma-nma,2,156
nma-nma.08,8,nma-nma,2,132
nma-nma.08,9,nma-nma,2,156
nma-nma.08,10,nma-nma,2,166
nma-nma.08,12,nma-nma,2,190
nma-nma.08,13,nma-nma,2,288
nma-nma.08,14,nma-nma,2,308
nma-nma.08,15,nma-nma,2,141
nma-nma.08,16,nma-nma,2,469
nma-nma.08,17,nma-nma,2,190.7
nma-nma.08,18,nma-nma,2,650.2
nma-nma.08,19,nma-nma,2,166
nma-nma.08,20,nma-nma,2,557.6
nma-nma.08,21,nma-nma,2,464
nma-nma.08,22,nma-nma,2,266
nma-nma.08,23,nma-nma,2,236
nma-nma.08,25,nma-nma,2,256
nma-nma.08,26,nma-nma,2,171
nma-nma.08,27,nma-nma,2,0
nma-nma.08,28,nma-nma,2,161
nma-nma.08,29,nma-nma,2,145
nma-nma.08,30,nma-nma,2,313
nma-nma.08,31,nma-nma,2,469
nma-nma.08,32,nma-nma,2,166
nma-nma.08,33,nma-nma,2,313
nma-nma.08,34,nma-nma,2,185
nma-nma.08,35,nma-nma,2,146
nma-nma.08,36,nma-nma,2,244
nma-nma.08,37,nma-nma,2,401
nma-nma.09,1,nma-nma,2,90
nma-nma.09,2,nma-nma,2,229
nma-nma.09,3,nma-nma,2,141
nma-nma.09,4,nma-nma,2,185
nma-nma.09,5,nma-nma,2,0
nma-nma.09,6,nma-nma,2,181
nma-nma.09,7,nma-nma,2,200
nma-nma.09,8,nma-nma,2,176
nma-nma.09,9,nma-nma,2,401
nma-nma.09,10,nma-nma,2,513.4
nma-nma.09,11,nma-nma,2,317
nma-nma.09,12,nma-nma,2,1105.3
nma-nma.09,13,nma-nma,2,112
nma-nma.09,14,nma-nma,2,112
nma-nma.09,15,nma-nma,2,141
nma-nma.09,16,nma-nma,2,0
nma-nma.09,17,nma-nma,2,0
nma-nma.09,18,nma-nma,2,689.5
nma-nma.09,19,nma-nma,2,357
nma-nma.09,20,nma-nma,2,293
nma-nma.09,21,nma-nma,2,185
nma-nma.09,22,nma-nma,2,694.7
nma-nma.09,23,nma-nma,2,201
nma-nma.09,24,nma-nma,2,130
nma-nma.09,25,nma-nma,2,241
nma-nma.09,26,nma-nma,2,110
nma-nma.09,27,nma-nma,2,454
nma-nma.09,28,nma-nma,2,234
nma-nma.09,29,nma-nma,2,458.8
nma-nma.09,30,nma-nma,2,273
nma-nma.09,31,nma-nma,2,190
nma-nma.09,33,nma-nma,2,209
nma-nma.09,34,nma-nma,2,229
nma-nma.09,35,nma-nma,2,137
nma-nma.09,36,nma-nma,2,0
nma-nma.09,37,nma-nma,2,200
nma-nma.10,1,nma-nma,2,251.7
nma-nma.10,2,nma-nma,2,0
nma-nma.10,3,nma-nma,2,171
nma-nma.10,4,nma-nma,2,151
nma-nma.10,5,nma-nma,2,205
nma-nma.10,6,nma-nma,2,484
nma-nma.10,7,nma-nma,2,156
nma-nma.10,8,nma-nma,2,156
nma-nma.10,9,nma-nma,2,782.3
nma-nma.10,10,nma-nma,2,137
nma-nma.10,11,nma-nma,2,317
nma-nma.10,12,nma-nma,2,210
nma-nma.10,13,nma-nma,2,220
nma-nma.10,14,nma-nma,2,821.4
nma-nma.10,15,nma-nma,2,533.1
nma-nma.10,16,nma-nma,2,156
nma-nma.10,17,nma-nma,2,249
nma-nma.10,18,nma-nma,2,249
nma-nma.10,19,nma-nma,2,161
nma-nma.10,20,nma-nma,2,195
nma-nma.10,21,nma-nma,2,63
nma-nma.10,22,nma-nma,2,236
nma-nma.10,23,nma-nma,2,503.4
nma-nma.10,24,nma-nma,2,624.2
nma-nma.10,25,nma-nma,2,151
nma-nma.10,26,nma-nma,2,367
nma-nma.10,27,nma-nma,2,410
nma-nma.10,28,nma-nma,2,718.9
nma-nma.10,29,nma-nma,2,595.4
nma-nma.10,30,nma-nma,2,195
nma-nma.10,31,nma-nma,2,215
nma-nma.10,32,nma-nma,2,0
nma-nma.10,33,nma-nma,2,264
nma-nma.10,34,nma-nma,2,171
nma-nma.10,35,nma-nma,2,176
nma-nma.10,36,nma-nma,2,117
nma-nma.10,37,nma-nma,2,97
nma-nma.11,1,nma-nma,2,206.4
nma-nma.11,2,nma-nma,2,166
nma-nma.11,3,nma-nma,2,0
nma-nma.11,4,nma-nma,2,224
nma-nma.11,5,nma-nma,2,127
nma-nma.11,6,nma-nma,2,317
nma-nma.11,7,nma-nma,2,180
nma-nma.11,8,nma-nma,2,493.9
nma-nma.11,9,nma-nma,2,831.4
nma-nma.11,10,nma-nma,2,220
nma-nma.11,11,nma-nma,2,0
nma-nma.11,12,nma-nma,2,298
nma-nma.11,13,nma-nma,2,161
nma-nma.11,14,nma-nma,2,259
nma-nma.11,15,nma-nma,2,176
nma-nma.11,16,nma-nma,2,176
nma-nma.11,17,nma-nma,2,620.4
nma-nma.11,18,nma-nma,2,0
nma-nma.11,19,nma-nma,2,122
nma-nma.11,20,nma-nma,2,909.7
nma-nma.11,21,nma-nma,2,205
nma-nma.11,22,nma-nma,2,407
nma-nma.11,23,nma-nma,2,1092.1
nma-nma.11,24,nma-nma,2,297
nma-nma.11,25,nma-nma,2,206
nma-nma.11,26,nma-nma,2,171
nma-nma.11,27,nma-nma,2,219
nma-nma.11,28,nma-nma,2,234
nma-nma.11,29,nma-nma,2,493.9
nma-nma.11,30,nma-nma,2,63
nma-nma.11,31,nma-nma,2,233
nma-nma.11,32,nma-nma,2,508.7
nma-nma.11,33,nma-nma,2,244
nma-nma.11,34,nma-nma,2,517.9
nma-nma.11,35,nma-nma,2,73
nma-nma.11,36,nma-nma,2,303
nma-nma.11,37,nma-nma,2,176
nma-nma.12,1,nma-nma,2,181.2
nma-nma.12,2,nma-nma,2,278
nma-nma.12,3,nma-nma,2,0
nma-nma.12,4,nma-nma,2,132
nma-nma.12,5,nma-nma,2,141
nma-nma.12,6,nma-nma,2,0
nma-nma.12,7,nma-nma,2,171
nma-nma.12,8,nma-nma,2,410
nma-nma.12,9,nma-nma,2,0
nma-nma.12,10,nma-nma,2,0
nma-nma.12,11,nma-nma,2,0
nma-nma.12,12,nma-nma,2,689.6
nma-nma.12,13,nma-nma,2,142
nma-nma.12,14,nma-nma,2,758.4
nma-nma.12,15,nma-nma,2,132
nma-nma.12,16,nma-nma,2,0
nma-nma.12,17,nma-nma,2,0
nma-nma.12,18,nma-nma,2,0
nma-nma.12,19,nma-nma,2,308
nma-nma.12,20,nma-nma,2,176
nma-nma.12,21,nma-nma,2,206
nma-nma.12,22,nma-nma,2,226
nma-nma.12,23,nma-nma,2,186
nma-nma.12,24,nma-nma,2,0
nma-nma.12,25,nma-nma,2,176
nma-nma.12,26,nma-nma,2,191
nma-nma.12,27,nma-nma,2,136
nma-nma.12,28,nma-nma,2,405
nma-nma.12,29,nma-nma,2,141
nma-nma.12,30,nma-nma,2,180
nma-nma.12,31,nma-nma,2,239
nma-nma.12,32,nma-nma,2,229
nma-nma.12,33,nma-nma,2,210.3
nma-nma.12,34,nma-nma,2,166
nma-nma.12,35,nma-nma,2,234
nma-nma.12,36,nma-nma,2,141
nma-nma.12,37,nma-nma,2,254
